score,model,creator_idx,mean,lower,upper,y_sd,creator,mean_std,lower_std,upper_std,model_pretty,date_function,has_label,has_creator,score_label
score_bert_logit,label_date_linear_creator,91,0.021290845967758504,-0.5937159457420631,0.7054790577859587,4.390385762811726,Marcus Plautius,0.004849424883822339,-0.13523092908396978,0.16068725982159485,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,92,-0.014628872482215389,-0.6769881440404638,0.6026925608377436,4.390385762811726,Marius Auenticentis Episcopus,-0.0033320243988871376,-0.15419787249102723,0.13727553645576748,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,93,0.03470271329363249,-0.5694001206275734,0.759349554953902,4.390385762811726,Marius Victor,0.007904251509645908,-0.12969250343571487,0.1729573654747808,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,94,-0.014090936333450101,-0.6255428502633328,0.5599004795857958,4.390385762811726,Martialis,-0.003209498457471735,-0.1424801564276934,0.1275287662255947,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,95,-0.03372101189211483,-0.7123738200401932,0.5479330918223126,4.390385762811726,Martinus Bracarensis,-0.007680648971155316,-0.1622576827016606,0.12480294931336533,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,96,-0.06842672590735635,-0.8639207301263541,0.4535041850652616,4.390385762811726,Martinus Bracariensis,-0.015585583956416158,-0.19677558574558493,0.10329483775813468,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,97,-0.03603632560355658,-0.7621778023784272,0.5636329076396078,4.390385762811726,Marullus,-0.008208008942812785,-0.17360155657262957,0.12837890292324597,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,98,0.027720486925526165,-0.5840886375806046,0.7319749152922835,4.390385762811726,Matius,0.006313906891811071,-0.13303811308064598,0.16672223235880446,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,99,0.013933451669701283,-0.6035789381414486,0.6743132518958811,4.390385762811726,Maximianus,0.003173628109794596,-0.13747742698466198,0.1535886111893803,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,100,-0.01610903052341148,-0.6837369118152153,0.6003415037123881,4.390385762811726,"Mela, Pomponius",-0.0036691606145093742,-0.15573504214748798,0.1367400351917852,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,101,-0.007119589124796894,-0.6495100071990384,0.6130365658663007,4.390385762811726,Merobaudes,-0.0016216317903320892,-0.1479391657791533,0.1396315948040281,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,102,0.008661946483882667,-0.6107718567601884,0.6544835000375756,4.390385762811726,Mummius,0.001972935170584034,-0.1391157610644749,0.14907198032148,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,103,-0.05172635963963516,-0.8167477867710338,0.5257298278844315,4.390385762811726,Naeuius,-0.011781734552297779,-0.18603098472330268,0.11974570260717576,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,104,0.03194528797868697,-0.5765405616859477,0.7484415553722215,4.390385762811726,Naeuius iunior,0.007276191593293686,-0.1313188846796722,0.17047284585145395,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
score_bert_logit,label_date_linear_creator,105,-0.009688070820808128,-0.6434588631567186,0.5949401438584064,4.390385762811726,Nemesianus,-0.0022066559396374356,-0.14656089417177537,0.13550976520053903,Label + linear date + creator,linear,TRUE,TRUE,Latin BERT
